Number,Date,Truck,Length,Route,Ref,Price,BAF,Voucher,INVOICE
1268,"25,11,2013",AB 01 KYM,16.5,DO-CA,DO24307489,135,15.75,258969,"2,106.00 €"
1269,25.11.2013,CJ 49 CNT,16.5,CA - DO,CA20330899,135,15.75,258970,"2,106.00 €"
1270,25.11.2013,CJ 43 CNT,16.5,DO - CA,DO24308069,135,15.75,258971,"2,106.00 €"
1271,"25,11,2013",CJ-13-NSZ,16.5,DO-CA,DO24308356,135,15.75,258972,"2,106.00 €"
1272,25.11.2013,B 111 TGT,16.5,CA - DO,CA20331237,135,15.75,258973,"2,106.00 €"
1273,25.11.2013,B 111 TGT,16.5,DO- CA,DO24308525,135,13.49,258974,"2,226.00 €"
1274,"26,11,2013",SB91GEP,16.5,CA-DO,CA20331682,135,15.75,258975,"2,106.00 €"
1275,"26,11,203",SB91GEP,16.5,DO-CA,DO24309276,135,15.75,258976,"2,106.00 €"
1276,26.11.2013,CJ-15-JVS,16.5,DO - CA,DO24309519,135,15.75,258977,"2,106.00 €"
1277,26.11.2013,B82EYI,16.5,CA - DO,CA20331884,135,15.75,258978,"2,106.00 €"
1278,26.11.2013,IF08TDS,16.5,DO - CA,DO24313236,135,15.75,258979,"2,106.00 €"
1279,"28,11,2013",CJ-15-JZG,16.5,CA- DO,CA20335513,135,15.75,258980,"2,106.00 €"
1280,"28,11,2013",B-82-EYI,16.5,DO -CA,DO24314137,135,15.75,258981,"2,106.00 €"
1281,28.11.2013,HD 77 BET,16.5,CA - DO ,CA20335840,135,15.75,258982,"2,106.00 €"
1282,28.11.2013,HD 77 BET,16.5,DO - CA,DO24314558,135,15.75,258983,"2,106.00 €"
1283,28.11.2013,B 40 RJI,16.5,DO - CA,DO24315078,135,15.75,258984,"2,106.00 €"
1284,28.11.2013,B 40 RJI,16.5,CA - DO,CA20336262,135,13.49,258985,"2,226.00 €"
1285,29.11.2013,CJ 49 CNT,16.5,DO - CA,DO24316273,135,15.75,258986,"2,106.00 €"
1286,29.11.2013,CJ 52 CNT,16.5,CA - DO,CA20337041,135,13.49,258987,"2,226.00 €"
1287,"29,11,2013",CJ/15-JZG,16.5,DO -CA,DO24317316,135,15.75,258988,"2,106.00 €"
1288,"29,11,2013",CJ-14-MXN,16.5,CA -DO,CA20337918,135,15.75,258989,"2,106.00 €"
1289,25.11.2013,B 333 VAN ,16.5,DO -CA,DO24307118,135,15.75,258990,"2,106.00 €"
1290,30.11.2013,IF 11 TDS,16.5,CA - DO,CA20339723,135,13.49,258991,"2,226.00 €"
1291,30.11.2013,IF 11 TDS,6,CA - DO,CA20339787           ,80,13.49,258992,"2,226.00 €"
1292,05.12.2013,B 48 DFY,6,DO - CA,DO24327965,80,13.49,258993,"2,226.00 €"
1293,05.12.2013,B976MRK,6,CA - DO,CA20345729,80,13.49,258994,"2,226.00 €"
1294,,HD19HNL,6,CA - DO,CA20308634,80,15.46,258995,"2,021.00 €"
1295,,VL96GLU,6,DO - CA,DO24276542,80,15.46,258996,"2,021.00 €"
1296,,IF 08 TDS,16.5,CA- DO,CA2039089,135,15.46,258997,"2,021.00 €"
1297,,IF11TDS,16.5,CA- DO,CA20319144,135,15.46,258998,"2,106.00 €"
1298,,CJ13NSZ,16.5,CA - DO,CA20319250,135,15.46,258999,"2,106.00 €"
1299,,IF 08 TDS,16.5,CA - DO ,CA20329427,135,15.46,259000,"2,106.00 €"
1300,29.11.2013,B 40 RJI,16.5,DO - CA,DO24317544,135,13.49,262601,"2,226.00 €"
1301,29.11.2013,B 40 RJI,16.5,CA - DO,CA20338061,135,15.75,262602,"2,106.00 €"
1302,"02,12,2013",B 333 VAN ,16.5,CA -DO,CA20341200,135,13.49,262603,"2,226.00 €"
1303,"02,12,2013",B 333 VAN ,16.5,DO -CA,DO24322123,135,13.49,262604,"2,226.00 €"
1304,"02,12,2013",CJ -14 -MXN,16.5,DO -CA,DO24322179,135,13.49,262605,"2,226.00 €"
1305,02.12.2013,HD01SMR,6,DO - CA,DO24322558,80,13.49,262606,"2,226.00 €"
1306,02.12.2013,CJ 01 RJI,6,CA - DO,CA20341598,80,13.49,262607,"2,226.00 €"
1307,"03,12,2013",B-44-DTK,16.5,CA- DO,CA20341980,135,13.49,262608,"2,226.00 €"
1308,"03,12,2013",CJ 50 CNT,16.5,CA -DO,CA20342972,135,13.49,262609,"2,226.00 €"
1309,"04,12,2013",SB 92 GEP,16.5,CA-DO,CA20344428,135,13.49,262610,"2,226.00 €"
1310,"04,12,2013",SB 92 GEP,16.5,DO -CA,DO24326491,135,13.49,262611,"2,226.00 €"
1311,04.12.2013,B 40 RJI,16.5,DO-CA,DO24326687,135,13.49,262612,"2,226.00 €"
1312,"04,12,2013",B-44-DUA,16.502, CA -DO,CA20344524,135,13.49,262613,"2,226.00 €"
1313,04.12.2013,B 40 RJI,16.5,CA - DO,CA20344620,135,13.49,262614,"2,226.00 €"
1314,04.12.2013,IF 11 TDS,1635,DO- CA,DO24327032,135,13.49,262615,"2,226.00 €"
1315,05.12.2013,CJ 52 CNT,16.5,DO - CA,DO24328887,135,13.49,262616,"2,226.00 €"
1316,"05,12,2013",B-44-DTK,16.5,do -ca,DO24328968,135,13.49,262617,"2,226.00 €"
1317,"05,12,2013",SB 91 GEP ,16.5,CA -DO,CA20346570,135,13.49,262618,"2,226.00 €"
1318,"05,12,2013",SB 91 GEP ,16.5,DO -CA,DO24329102,135,13.49,262619,"2,226.00 €"
1319,"05,12,2013",HD 77 BET  ,16.5,CA- DO,CA20346623,135,13.49,262620,"2,226.00 €"
1320,"05,12,2013",HD 77 BET,16.5,DO- CA,DO24329173,135,13.49,262621,"2,226.00 €"
1321,"05,12,2013",B976 MRK,6,DO -CA,DO24329579,135,15.75,262622,
1322,"05,12,2013",CJ50CNT,16.5,DO -CA,DO24329744,135,13.49,262623,"2,226.00 €"
1323,"05,12,2013",B-44-DUA,16.5,DO -CA,DO24329778,135,13.49,262624,"2,226.00 €"
1324,06.12.2013,B 40 RJI,16.5,DO - CA,DO24331632,135,13.49,262625,"2,226.00 €"
1325,06.12.2013,B 40 RJI,16.5,CA-DO,CA20348389,135,13.49,262626,"2,226.00 €"
1326,09.12.2013,CJ 43 CNT,16,CA - DO,CA20350861,135,13.49,262627,"2,226.00 €"
1327,09.12.2013,CJ 49 CNT,16.5,CA - DO,CA20350862,135,13.49,262628,"2,226.00 €"
1328,"09,12,2013",AB 01 KYM,16.5,CA- DO,CA20351297,135,13.49,262629,"2,226.00 €"
1329,"09,12,2013",AB 01 KYM,16.5,DO -CA,DO24336002,135,13.49,262630,"2,226.00 €"
1330,09.12.2013 ,IF 08 TDS,16.5,CA- DO,CA20351710,135,13.49,262631,"2,226.00 €"
1331,"10,12,2013",b-44-DTK,16.5,ca- do,CA20352741,135,13.49,262632,"2,226.00 €"
1332,10.12.2013,B40RJI,16.5,DO - CA,DO24338217,135,13.49,262633,"2,226.00 €"
1333,10.12.2013,B40RJI,16.5,CA - DO,CA20352981,135,13.49,262634,"2,226.00 €"
1334,"10,12,2013",SB 94 LAL,16.5,CA- DO,CA20353409,135,13.49,262635,"2,226.00 €"
1335,"10,12,2013",SB 94 LAL,16.5,DO -CA,DO24338760,135,13.49,262636,"2,226.00 €"
1336,"10,12,2013",SB 91 LAL ,16.5,CA -DO,CA20353410,135,13.49,262637,"2,226.00 €"
1337,"10,12,2013",SB 91 LAL ,16.5,DO -CA,DO24338761,135,13.49,262638,"2,226.00 €"
1338,"12,12,2013",B 44 DTK,16.5,DO -CA,DO24343605           ,135,13.49,262639,"2,226.00 €"
1339,"12,12,2013",CJ-15-JZG,16.5,CA - DO,CA20358063,135,13.49,262640,"2,226.00 €"
1340,"12,12,2013",CJ-14-RNJ,16.5,CA - DO,CA20358064,135,15.75,262641,
1341,"13,12,2013",B-44-DTK,16.5,CA -DO,CA20359149,135,13.49,262642,"2,226.00 €"
1342,,,,,,,,262643,
1343,"12,12,2013",B444 WXT,16.5,CA-DO,CA20357291,135,13.49,262644,"2,226.00 €"
1344,"12,12,2013",IF08TDS,16.5,DO-CA,DO24343725,135,13.49,262645,"2,226.00 €"
1345,13.12.2013,CJ51CNT,16.5,CA -DO,CA20358002,135,15.75,262646,"2,310.00 €"
1346,13.12.2013,CJ52CNT,16.5,CA-DO,CA20358003,135,13.49,262647,"2,226.00 €"
1347,13.12.2013,CJ43CNT,16.5,DO - CA,DO24345098,135,13.49,262648,"2,226.00 €"
1348,13.12.2013,CJ49CNT,16.5,DO - CA,DO24345099,135,13.49,262649,"2,226.00 €"
1349,13.12.2013,HD 77 BET,16.5,CA - DO,CA20358006,135,13.49,262650,"2,226.00 €"
1350,13.12.2013,HD 77 BET,16.5,CA - DO,DO24345103,135,15.75,262651,"2,310.00 €"
1351,13.12.2013,B 115 ART,6,CA - DO,CA20359253,80,15.75,262652,"2,310.00 €"
1352,15.12.2013,B 444 WXT,16.5,DO - CA,DO24349365,135,15.75,262653,"2,310.00 €"
1353,"17,12,2013",CJ-15-JZG,16.5,DO -CA,DO24352801,135,15.75,262654,"2,310.00 €"
1354,"17,12,2013",CJ-14-RNJ,16.5,DO -CA,DO24352802,135,15.75,262655,"2,310.00 €"
1355,18.12.2013,IF-11-TDS,16.5,DO - CA,DO24356184,135,15.75,262656,"2,310.00 €"
1356,"18,12,2013",CJ 52 CNT,16.5,DO -CA,DO24358435,135,15.75,262657,"2,310.00 €"
1357,"18,12,2013",CJ 51 CNT,16.5,DO -CA,DO24358434,135,15.75,262658,
1358,03.01.2014,B 40 RJI,16.5,CA - DO,CA20375735,135,15.75,262659,45.00 €
1359,03.01.2014,B 40 RJI,16.5,DO - CA,DO24374743,135,15.75,262660,45.00 €
1360,04.01.2014,CJ 46 CNT,16.5,CA - DO, CA20376463,135,15.75,262661,45.00 €
1361,04.01.2014,CJ 49 CNT,16.5,CA - DO,CA20376464,135,15.75,262662,45.00 €
1362,04.01.2014,CJ52CNT,16.5,CA - DO,CA20376465,135,15.75,262663,45.00 €
1363,"6,01,2014",B-82-EYI,16.5,do -ca,DO24378065,135,15.75,262664,45.00 €
1364,"06,01,2014",CJ-10-JLK,16.5,CA- DO,CA20378219,135,15.75,262665,45.00 €
1365,07.01.2014,CJ 22 CNT,16,DO- CA,DO24380049,135,15.75,262666,45.00 €
1366,"07,01,2014",SB 31 GEP,16.5,CA -DO,CA20379211,135,15.75,262667,45.00 €
1367,"07,01,2014",SB 31 GEP,16.5,DO -CA,DO24380179,135,15.75,262668,45.00 €
1368,07.01.2014,B 40 RJI,16.5,DO - CA,DO24380390,135,15.75,262669,45.00 €
1369,07.01.2014,B 40 RJI,16.5,CA - DO,CA20379388,135,15.75,262670,45.00 €
1370,07.01.2014,CJ-10-JLK,16.5,DO - CA,DO24380509,135,15.75,262671,45.00 €
1371,"07,01,2014",CJ 52 CNT,16.6,DO -CA,DO24380889,135,15.75,262672,45.00 €
1372,07.01.2014,B 51 JTT,6,CA - DO,CA20393495,135,15.75,262673,122.00 €
1373,07.01.2014,CJ 44 CNT,16.5,DO - CA,DO24401410,135,15.75,262674,122.00 €
1374,09.01.2014,CJ 49 CNT,16.5,DO - CA,DO24384041,135,15.75,262675,45.00 €
1375,09.01.2014,CJ 46 CNT,16.5,DO - CA,DO24384042,135,15.75,262676,45.00 €
1376,13.01.2014,CJ44CNT,16.5,CA - DO,CA20388249,135,15.75,262677,45.00 €
1377,13.01.2014,CJ51CNT,16.5,CA- DO,CA20388250,135,15.75,262678,45.00 €
1378,"14,01,2014",CJ-14-Fwh,16.5,do -ca,DO24393723,136,15.75,262679,45.00 €
1379,"03,2,2014",CJ14ZSJ,16.5,CA -DO,CA20418591,135,13.49,262680,250.00 €
1380,"03,02,2014",IF 11 TDS,16.5,CA -DO,CA20418332,135,13.49,262681,250.00 €
1381,"30,01,2014",IF 08 TDS,16.5,DO -CA,DO24428784,135,15.75,262682,122.00 €
1382,"27,01,2014",IF 08 TDS,16.5,CA -DO,CA20407348,135,15.75,262683,122.00 €
1383,"28,01,2014",AR 05 FOR,16.5,DO -CA,DO24418784,135,15.75,262684,122.00 €
1384,"27,01,2014",AR 05 FOR,16.5,CA -DO,CA20406261,135,15.75,262685,122.00 €
1385,"20,01,2014",IF 11 TDS,16.5,CA- DO,CA20396825,135,15.75,262686,122.00 €
1386,"22,01,2014",HD 77 BET,16.5,DO -CA,DO24404625,135,15.75,262687,122.00 €
1387,"19,01,2014",HD 77 BET,16.5,CA -DO,CA20396412,135,15.75,262688,122.00 €
1388,"17,01,2014",IF 08 TDS,16.5,DO -CA,DO24398231,135,15.75,262689,122.00 €
1389,"13,01,2014",cj 14 fwh,16.5,ca -do,CA20386127,135,14,262690,45.00 €
1390,"04,01,2014",B82EYI,16.5,CA - DO,CA20376227,135,15.75,262691,45.00 €
1391,"17,12,2013",CJ50CNT,16.5,CA -DO,CA20363364,135,15.75,262692,"2,310.00 €"
1392,"16,12,2013",B44DTK,16.5,DO -CA,DO24352274,135,15.75,262693,"2,310.00 €"
1393,"18,12,2013",B 111TGT,16.5,DO -CA,DO24349726,135,15.75,262694,"2,310.00 €"
1394,"15,12,2013",B 111 TGT,16.5,CA -DO,CA20361194,135,15.75,262695,"2,310.00 €"
1395,"12,01,2014",if 08 tds,16.5,ca -do,CA20386347,135,14,262696,45.00 €
1396,"15,12,2013",IF 11 TDS,16.5,CA -DO,CA20361078,135,15.75,262697,"2,310.00 €"
1397,"11,12,2013",B51JTT,6,ca -do,CA20354602,80,13.49,262698,"2,226.00 €"
1398,"11,12,2013",CJ15JZH,16.5,do -ca,DO24339800,135,13.49,262699,"2,226.00 €"
1399,"09,12,2013",CJ15JZH,16.5,CA -DO,CA20350489,135,13.49,262700,"2,226.00 €"
1400,14.01.2014,B-40-RJI,16.5,DO - CA,DO24393798,135,13.49,263501,45.00 €
1401,14.01.2014,B-40-RJI,16.5,DO - CA,CA20388826,135,13.49,263502,45.00 €
1402,"14,01,2014",AB 53 BOS,6,CA -DO,CA20390799,80,13.49,263503,45.00 €
1403,"14,01,2014",AB 53 BOS,6,DO -CA,DO24396514,135,13.49,263504,
1404,29.01.2014,B-40-RJI,16.5,DO - CA,DO24427927,135,13.49,263505,122.00 €
1405,29.01.2014,B-40-RJI,16.5,CA - DO,CA20412438,135,13.49,263506,250.00 €
1406,"15,01,2014",CJ14MXN,16.5,ca -do,CA20390611,135,13.49,263507,122.00 €
1407,,,,,,,,263508,
1408,,,,,,,,263509,
1409,"15,01,2014",AB 48 DEN,6,CA-DO,CA20390695,80,13.49,263510,45.00 €
1410,"15,01,2014",AB 48 DEN,6,DO -CA,DO24396383,80,13.49,263511,122.00 €
1411,"16,01,2013",B53JDJ,6,do -ca,DO24399269,80,13.49,263512,122.00 €
1412,17.01.2014,CJ 51 CNT,16.5,DO - CA,DO24401411,135,13.49,263513,122.00 €
1413,"18,01,2013",AB 20 VON,6,CA -DO,CA20394349,80,13.49,263514,122.00 €
1414,"17,01,2014",CJ-14-MXN,16.5,do -ca,DO24401898,135,13.49,263515,122.00 €
1415,17.01.2014,B976MRK,6,CA - DO,CA20395051,80,13.49,263516,122.00 €
1416,17.01.2014,B-40-RJI,16.5,DO - CA,DO24402880,,,263517,122.00 €
1416,"17,01,2014",cj 15 jpd,16.5,ca-do,CA20395112,135,13.49,263517,122.00 €
1417,17.01.2014,CJ15JVS,16.5,CA - DO, CA20395113,135,13.49,263518,122.00 €
1418,20.01.2014,CJ-43-CNT,16.5,CA - DO,CA20397300,135,13.49,263519,122.00 €
1419,20.01.2014,CJ-52-CNT,16.5,CA - DO,CA20397301,135,13.49,263520,122.00 €
1420,20.01.2014,BH 35 VER ,16.5,CA - DO ,CA20397532,135,13.49,263521,122.00 €
1421,20.01.2014,BH 35 VER ,16.5,DO - CA,DO24406456,135,13.49,263522,122.00 €
1422,"20,01,2014",CJ-14-RNJ,16.5,CA -DO,CA20397922,135,13.49,263523,122.00 €
1423,20.01.2014,AB-53-BOS,6,CA - DO,CA20398033,80,13.49,263524,122.00 €
1424,20.01.2014,CJ-15-JVS,16.5,DO - CA,DO24407234,135,13.49,263525,122.00 €
1425,20.01.2014,CJ-15-JPD,16.5,DO - CA,DO24407235,135,13.49,263526,122.00 €
1426,"20,01,2014",B 48 HGD,6,CA-DO,CA20398341,80,13.49,263527,122.00 €
1427,20.01.2014,B-40-RJI,16.5,CA - DO,CA20398359,135,13.49,263528,122.00 €
,27.01.2014,AR-07-AYR,16.5,DO-CA,DO24423026,135,13.49,263529,122.00 €
,"30,01,2014",B 51 JTT,6,DO -CA,DO24430141,80,13.48,263530,122.00 €
,"29,01,2014",AB 07 POB,6,DO-CA,DO24427970,80,13.48,263531,122.00 €
,"29,01,2014",AB 40 DEN,6,DO-CA,DO24427971,80,13.48,263532,122.00 €
1428,"20,01,2014",B 976 MRK,6,do -ca,DO24407937,80,13.49,263533,122.00 €
1429,"20,01,2014",CJ-15-JPD,16.5,CA-DO,CA20400074,135,13.49,263534,122.00 €
1430,21.01.2014,B-40-RJI,16.5,DO - CA,DO24410190,135,13.49,263535,122.00 €
1431,21.01.2014,B-40-RJI,16.5,CA - DO,CA20400132,135,13.49,263536,122.00 €
1432,"21,01,2014",B 51 JTT,6,DO -CA,DO24410206,80,13.49,263537,122.00 €
1433,"21,01,2013",B 48 HGD,6,DO -CA,DO24410207,80,13.49,263538,122.00 €
1434,"22,01,2014",CJ-14-RNJ,16.5,DO -CA,DO24411937,135,13.49,263539,122.00 €
1435,22.01.2014,SB 71 LAL ,16.5,CA - DO,CA20401885,135,13.49,263540,122.00 €
1436,22.01.2014,SB 71 LAL ,16.5,DO - CA,DO24412648,135,13.49,263541,122.00 €
1437,22.01.2014,IF 11 TDS,16.5,DO - CA,DO24412821,135,13.49,263542,122.00 €
1438,"23,01,2014",CJ-10-JLK,16.5,CA-DO,CA20402827,135,13.49,263543,122.00 €
1439,"23,01,2014",CJ 44 CNT,16.5,CA -DO,CA20403010,135,13.49,263544,122.00 €
1440,"23,01,2014",CJ 51 CNT,16.5,CA -DOI,CA20403011,135,13.49,263545,122.00 €
1441,23.01.2014,B-40-RJI,16.5,DO - CA,DO24415066,135,13.49,263546,122.00 €
1442,23.01.2014,B-40-RJI,16.5,CA - DO,CA20403672,135,13.49,263547,122.00 €
1443,23.01.2014,B 111 TGT,16.5,CA - DO,CA20403734,135,13.49,263548,122.00 €
1444,23.01.2014,B 111 TGT,16.5,DO - CA,DO24415149,135,13.49,263549,122.00 €
1445,24.01.2014,B 265 ATP,16.5,DO - CA,DO24416264,135,13.49,263550,122.00 €
1446,24.01.2014,CJ 43 CNT,16.5,DO - CA,DO24416430,135,13.49,263551,122.00 €
1447,"24,01,2014",B132 TON,16.5,DO -CA,DO24416625,135,13.49,263552,122.00 €
1448,"24,01,2014",CJ-15-PJD,16.5,DO - CA,DO24417580,135,13.49,263553,122.00 €
1449,"24,01,2014",CJ-14-MXN,16.5,CA - DO,CA20405338,135,13.49,263554,122.00 €
1450,24.01.2014,BN 05 JAS,16.5,CA - DO,CA20405600,135,13.49,263555,
1451,24.01.2014,BN 05 JAS,16.5,DO - CA,DO24417917,135,13.49,263556,
1452,27.01.2014,CJ 10 JLK,16.5,DO -CA,DO24421505,135,13.49,263557,122.00 €
1453,17.02.2014,if 08 tds,16.5,CA - DO,CA20429182,135,13.49,263558,250.00 €
1454,17.02.2014,IF 11 TDS,16.5,CA - DO ,CA20439805,135,13.49,263559,336.00 €
1455,18.02.2014,CJ 44 CNT,16.5,CA- DO,CA20442116,135,13.49,263560,336.00 €
1456,"24,02,2014",if 08 tds,16.5,ca -do,CA20450828,135,13.49,263561,336.00 €
1457,"23,02,2014",VL 96 GLU,6,CA -DO,CA20450910,80,13.49,263562,336.00 €
1458,"26,02,2014",CJ 46 CNT,16.5,CA- DO,CA20452794,135,13.49,263563,336.00 €
1459,"26,02,2014",CJ 50 CNT,16.5,CA -DO,CA20452795,135,13.49,263564,336.00 €
1460,"25,02,2014",CJ 14 MXN,16.5,DO -CA,DO24486055,135,13.49,263565,336.00 €
1461,"25,02,2014",VL 15 WOD,6,CA -DO,CA20452935,80,13.49,263566,336.00 €
1462,"27,02,2014",IF 08 TDS,16.5,DO -CA,DO24491491,135,13.49,263567,336.00 €
1463,27.01.2014,BH 35 VER ,16.5,CA - DO,CA20407905,135,13.49,263568,122.00 €
1464,27.01.2014,BH 35 VER ,16.5,DO- CA,DO24421621,135,13.49,263569,122.00 €
1465,27.01.2014,SB-98-LAL,16.5,CA - DO,CA20408373,135,13.49,263570,122.00 €
1466,27.01.2014,SB-98-LAL,16.5,DO - CA,DO24422226,135,13.49,263571,122.00 €
1467,27.01.2014,CJ-44-CNT,16.5,DO - CA,DO24422644,135,13.49,263572,122.00 €
1468,27.01.2014,CJ-51-CNT,16.5,DO - CA,DO24422645,135,13.49,263573,122.00 €
1469,27.01.2014,CJ-49-CNT,16.5,CA -DO,CA20408679,135,13.49,263574,122.00 €
1470,27.01.2014,CJ-14-MXN,16.5,DO - CA,DO24422695,135,13.49,263575,122.00 €
1471,"28,01,2014",B 134 TON,16.5,DO -CA,DO24424211,135,13.49,263576,122.00 €
1472,"28,01,2014",B 31 TON,16.5,CA -DO,CA20409638,135,13.49,263577,122.00 €
1473,"28,01,20174",B 124 TON,16.5,CA -DO,CA20409642,135,13.49,263578,122.00 €
1474,"28,01,2014",B 172 ALI,6,DO-CA,DO24425900,80,13.49,263579,122.00 €
1475,28.01.2014,B671ALX,16.5,DO - CA,DO24426028,135,13.49,263580,122.00 €
1476,"29,01,2014",AB 48 DEN,6,CA -DO,CA20411757,80,13.49,263581,122.00 €
1477,"29,01,2014",AB 48 DEN,6,D O-CA,DO24427130,80,13.49,263582,122.00 €
1478,30.01.2014,B-136-ATP,16.5,DO - CA,DO24429409,135,13.49,263583,122.00 €
1479,30.01.2014,B-31-FUB,16.5,CA - DO,CA20413404,135,13.49,263584,122.00 €
1480,30.01.2014,B-263-ATP,16.5,CA - DO,CA20413405,135,13.49,263586,250.00 €
1481,30.01.2014,B-263-ATP,16.5,DO - CA,DO24429411,135,13.49,263587,250.00 €
1482,30.01.2014,MM-08-ZKK,16.5,CA - DO,CA20413406,135,13.49,263588,122.00 €
1483,30.01.2014,MM-08-ZKK,16.5,DO - CA,DO24429412,135,13.49,263589,250.00 €
1484,30.01.2014,B-31-FUB,16.5,DO - CA,DO24429410,135,13.49,263590,250.00 €
1485,31.01.2014,CJ-67-TOR,16.5,CA - DO,CA20415311,135,13.49,263591,250.00 €
1486,31.01.2014,CJ-67-TOR,16.5,DO - CA,DO24432129,135,13.49,263592,250.00 €
1487,"31,01,2014",CJ49CNT,16.5,DO- CA,DO24433339,135,13.49,263593,250.00 €
1488,"31,01,2014",CJ 22 CNT,16.5,CA -DO,CA20416254,135,13.49,263594,250.00 €
1489,03.02.2014,CJ52CNT,16.5,CA -DO,CA20418664,135,13.49,263595,250.00 €
1490,03.02.2014,CJ46CNT,16.5,CA -DO,CA20418665,135,13.49,263596,250.00 €
1491,03.02.2014,CJ44CNT,16.5,CA -DO,CA20418666,135,13.49,263597,250.00 €
1492,03.02.2014,BH 35 VER ,16.5,CA - DO,CA20418709,135,13.49,263598,250.00 €
1493,03.02.2014,BH 35 VER ,16.5,DO - CA,DO24437127,135,13.49,263599,250.00 €
1494,03.02.2014,CJ 50 CNT,16.5,CA =DO ,CA20419353,135,13.49,263600,
1495,03.02.2014,CJ 15 JVS,16.5,CA - DO,CA20420024,135,13.49,263601,250.00 €
1496,04.02.2014,CJ-14-ZSJ ,16.5,DO - CA,DO24439945,135,13.49,263602,250.00 €
1497,04.02.2014,CJ-23-MVP,16.5,DO - CA,DO24440804,135,13.49,263603,250.00 €
1498,04.02.2014,B-47-DJX,16.5,CA - DO,CA20421543,135,13.49,263604,250.00 €
1499,04.02.2014,B-47-DJX,16.5,DO - CA,DO24441272,135,13.49,263605,250.00 €
1500,05.02.2014,IF 11 TDS,16.5,DO - CA,DO24443716,135,13.49,263606,250.00 €
1501,05.02.2014,CJ-15-JVS,16.5,DO - CA,DO24444060,135,13.49,263607,250.00 €
1502,05.02.2014,B 178 ART,6,CA - DI,CA20423763,85,13.49,263608,
1503,06.02.2014,B 264 ATP ,16.5,CA - DO,CA20424183,135,13.49,263609,250.00 €
1504,06.02.2014,B 264 ATP ,16.5,DO - CA,DO24445086,135,13.49,263610,250.00 €
1505,06.02.2014,B-44-DUA,16.5,CA- DO,CA20424201,135,13.49,263611,250.00 €
1506,"06,02,2014",MH 05 SWE,16.5,CA -DO,CA20424368,135,13.49,263612,250.00 €
1507,"06,02,2014",MH 05 SWE,16.5,DO -CA,DO24445325,135,13.49,263613,250.00 €
1508,06.02.2014,CJ 22 CNT,16.5,DO -CA,DO24445655,135,13.49,263614,250.00 €
1509,06.02.2014,CJ 44 CNT,16.5,DO - CA,DO24445656,135,13.49,263615,250.00 €
1510,06.02.2014,CJ 46 CNT,16.5,DO - CA,DO24445657,135,13.49,263616,250.00 €
1511,07.02.2014,CT-70-MTA,16.5,CA -DO,CA20425876,135,13.49,263617,250.00 €
1512,07.02.2014,CT-70-MTA,16.5,DO - CA,DO24447645,135,13.49,263618,250.00 €
1513,07.02.2014,HD 77 BET,16.5,CA - DO ,CA20426255,135,13.49,263619,250.00 €
1514,07.02.2014,HD 77 BET,16.5,DO - CA,DO24448118,135,13.49,263620,250.00 €
1515,07.02.2014,CJ-16-ABS,16.5,CA - DO ,CA20427483,135,13.49,263621,250.00 €
1516,07.02.2014,CJ-16-ABS,16.5,DO - CA,DO24449686,135,13.49,263622,250.00 €
1517,09.02.2013,B 111 TGT,16.5,CA  - DO ,CA20429137,135,13.49,263623,250.00 €
1518,,,,,,,,263624,
1519,"10,02,2014",B-44-DUA,16.5,do -ca,DO24453136,135,13.49,263625,250.00 €
1520,"10,02,2014",B-44-DTK,16.5,ca -do,CA20429713,135,13.49,263626,250.00 €
1521,10.02.2014,BH 35 VER ,14,CA - DO,CA20429755,135,13.49,263627,250.00 €
1522,10.02.2014,BH 35 VER ,14,DO - CA,DO24453184,135,13.49,263628,250.00 €
1523,10.02.2014,CJ 43 CNT,16.5,CA - DO,CA20430455,135,13.49,263629,250.00 €
1524,10.02.2014,CJ 49 CNT,16.5,CA - DO,CA20430456,135,13.49,263630,250.00 €
1525,10.02.2014,CJ 51 CNT,16.5,CA - DO,CA20430457,135,13.49,263631,250.00 €
1526,10.02.2014,B07GLD,16.5,CA - DO,CA20430935,135,13.49,263632,250.00 €
1527,"11,02,2014",AB 48 DEN,8,CA -DO,CA20431486,80,14,263633,250.00 €
1528,"11,02,2014",AB 23 CON,8,DO- CA,DO24455797,80,14,263634,250.00 €
1529,11.02.2014,VL 96 GLU,6,DO - CA,DO24457496,80,14,263635,250.00 €
1530,"12,02,2014",B 44 DTK,16.5,DO -CA,DO24458772,"1,358.00",14,263636,250.00 €
1531,12.02.2014,B-103-SWE,16.5,CA -DO,CA20433769,135,13.49,263637,250.00 €
1532,12.02.2014,B-103-SWE,16.5,DO -CA,DO24458903,135,13.49,263638,336.00 €
1533,"12,02,2014",BH 60 GGM,16.5,CA -DO,CA20433982,135,14,263639,250.00 €
1534,"12,02,2014",BH 60 GGM,16.5,DO -CA,DO24459127,135,14,263640,336.00 €
1535,12.02.2014,B 111 TGT,16.5,DO - CA,DO24459374,135,14,263641,250.00 €
1536,"12,02,2014",AB 20 FIT,8,ca- do,CA20434219,80,14,263642,250.00 €
1537,"12,02,2014", AG46VLX,16.5,CA -DO,CA20434516,135,14,263643,250.00 €
1538,"12,02,2014",AG 46 VLX,16.5,DO -CA,DO24459811,135,14,263644,336.00 €
1539,"11,02,2014", AG17VLX,16.5,CA -DO,CA20434517,135,14,263645,250.00 €
